pdb_id,chain,curvature_mean,twist_mean,twist_hand_mean,pitch_mean,pitch_hand_mean,tmscore_mean,yaw_mean,curvature_std,twist_std,twist_hand_std,pitch_std,pitch_hand_std,tmscore_std,yaw_std,classification
1DWA,M,0.809,0.643,-0.429,0.431,-0.714,0.403,0.827,0.31,0.373,0.904,0.261,0.7,0.078,0.617,4.1
1EFZ,A,0.809,0.611,0.143,0.244,-0.714,0.424,0.519,0.16,0.549,0.99,0.271,0.7,0.074,0.332,4.1
1KM0,D,0.809,0.25,-0.143,0.179,-0.143,0.373,0.379,0.192,0.144,0.99,0.113,0.99,0.087,0.405,4.1
2A7R,D,0.809,0.444,0.143,0.23,0.143,0.386,0.504,0.11,0.353,0.99,0.173,0.99,0.073,0.443,4.1
2DQW,A,0.809,0.47,-0.429,0.114,-1,0.374,0.37,0.157,0.561,0.904,0.098,0,0.043,0.284,4.1
2IIT,A,0.809,0.129,0.429,0.156,-0.429,0.529,0.133,0.123,0.082,0.904,0.119,0.904,0.071,0.07,4.4.5.1
2OZ3,C,0.809,0.243,-0.333,0.299,-0.667,0.375,0.552,0.22,0.157,0.943,0.168,0.745,0.07,0.326,4.1
2QF7,A,0.809,0.38,-0.143,0.205,0.143,0.412,0.228,0.218,0.238,0.99,0.106,0.99,0.049,0.183,4.1
2ZVI,C,0.809,0.539,0.143,0.246,-0.143,0.366,0.468,0.099,0.37,0.99,0.147,0.99,0.055,0.516,4.1
3H2C,B,0.809,0.4,-0.143,0.218,-0.143,0.38,0.535,0.151,0.426,0.99,0.185,0.99,0.064,0.535,4.1
3IRS,A,0.809,0.547,-0.143,0.301,-0.143,0.415,0.707,0.149,0.564,0.99,0.207,0.99,0.029,0.559,4.1
3PZV,B,0.809,0.303,-0.143,0.163,-0.143,0.383,0.525,0.087,0.23,0.99,0.094,0.99,0.101,0.671,4.1
3PZV,A,0.809,0.223,-0.143,0.209,-0.429,0.402,0.486,0.09,0.112,0.99,0.096,0.904,0.078,0.35,4.1
3QTG,A,0.809,0.463,-0.429,0.218,0.429,0.393,0.324,0.173,0.331,0.904,0.099,0.904,0.055,0.161,4.1
3S46,A,0.809,0.749,-0.143,0.325,0.429,0.355,0.445,0.157,0.138,0.99,0.225,0.904,0.077,0.278,4.1
4D8A,B,0.809,0.175,-0.429,0.335,-0.143,0.377,0.442,0.148,0.074,0.904,0.216,0.99,0.057,0.497,4.1
4LU0,A,0.809,0.33,-0.429,0.218,-0.143,0.374,0.349,0.129,0.068,0.904,0.165,0.99,0.078,0.324,4.1
4O8R,D,0.809,0.276,-0.143,0.191,-0.143,0.364,0.398,0.187,0.126,0.99,0.129,0.99,0.087,0.387,4.1
4O8R,H,0.809,0.259,-0.143,0.187,-0.143,0.365,0.397,0.188,0.135,0.99,0.114,0.99,0.089,0.394,4.1
4XI0,C,0.809,0.819,1,0.293,-0.5,0.775,0.16,0.244,0.347,0,0.128,0.866,0.093,0.046,3.3.2.1
4ZN4,B,0.809,0.169,-0.143,0.075,-0.143,0.604,0.151,0.151,0.143,0.99,0.061,0.99,0.109,0.107,4.4.1.1
4ZRX,A,0.809,0.85,-0.429,0.323,-0.429,0.325,1.101,0.229,0.787,0.904,0.323,0.904,0.091,0.934,4.1
5DBT,D,0.809,0.25,-0.333,0.202,0,0.489,0.276,0.198,0.189,0.943,0.112,1,0.092,0.188,4.1
5YQG,B,0.809,0.077,0.333,0.45,-0.333,0.564,0.591,0.032,0.034,0.943,0.149,0.943,0.062,0.589,3.3
5ZL6,A,0.809,0.816,-0.143,0.369,0.143,0.383,0.689,0.192,0.461,0.99,0.191,0.99,0.092,0.66,4.1
6AP4,N,0.809,2.606,-0.2,0.125,-0.2,0.548,3.021,0.489,0.114,0.98,0.073,0.98,0.073,0.099,5.3.2
6PV5,A,0.809,0.649,0.143,0.312,-0.143,0.37,0.748,0.167,0.865,0.99,0.276,0.99,0.087,0.955,4.1
1GFM,A,0.81,0.253,-0.667,0.304,-0.333,0.435,0.172,0.513,0.153,0.745,0.263,0.943,0.083,0.118,4.2.1.1
1KTB,A,0.81,0.433,-0.143,0.209,0.429,0.382,0.317,0.118,0.363,0.99,0.117,0.904,0.058,0.237,4.1
1N4P,E,0.81,0.52,-0.667,0.513,-0.333,0.616,0.567,0.742,0.842,0.745,0.554,0.943,0.148,0.558,3.3.2.1
1N4R,G,0.81,0.397,-0.667,0.155,0,0.629,0.534,0.65,0.445,0.745,0.083,1,0.099,0.902,3.3.2.1
1VKF,A,0.81,0.502,-0.429,0.423,-0.143,0.365,0.463,0.126,0.424,0.904,0.3,0.99,0.1,0.493,4.1
2G63,B,0.81,0.125,0.429,0.14,-0.429,0.536,0.151,0.13,0.082,0.904,0.086,0.904,0.067,0.079,4.4.5.1
2OLE,A,0.81,0.129,0.429,0.15,-0.429,0.531,0.117,0.132,0.068,0.904,0.111,0.904,0.074,0.073,4.4.5.1
2OLE,B,0.81,0.125,0.429,0.143,-0.429,0.532,0.125,0.132,0.057,0.904,0.106,0.904,0.076,0.079,4.4.5.1
2OZ3,D,0.81,0.25,-0.667,0.23,-0.667,0.395,0.432,0.224,0.166,0.745,0.145,0.745,0.079,0.319,4.1
2ZOX,A,0.81,0.611,-0.333,0.403,-0.333,0.38,0.646,0.218,0.582,0.943,0.363,0.943,0.118,0.413,4.1
3B3D,B,0.81,0.432,-0.429,0.311,0.143,0.4,0.341,0.228,0.157,0.904,0.262,0.99,0.065,0.345,4.1
3EIO,B,0.81,0.13,0.429,0.158,-0.429,0.543,0.127,0.123,0.076,0.904,0.103,0.904,0.07,0.071,4.4.5.1
3H2N,A,0.81,0.413,-0.143,0.329,-0.429,0.365,0.637,0.164,0.444,0.99,0.18,0.904,0.075,0.47,4.1
3JXI,D,0.81,0.54,-1,0.122,-0.2,0.566,0.174,0.382,0.404,0,0.13,0.98,0.132,0.066,3.3.1.1
3KBW,A,0.81,0.203,-0.429,0.291,0.143,0.399,0.403,0.217,0.102,0.904,0.222,0.99,0.096,0.254,4.1
3M44,B,0.81,0.494,-0.714,0.278,-0.143,0.357,0.581,0.28,0.479,0.7,0.285,0.99,0.103,0.481,4.1
3SF4,C,0.81,1.042,1,0.571,-0.143,0.806,0.602,0.381,0.904,0,0.206,0.99,0.138,0.466,3.3.2.1
3WPE,A,0.81,0.115,0.385,0.133,-0.308,0.409,0.356,0.905,0.084,0.923,0.23,0.951,0.082,0.734,3.2.1.1
4DAF,A,0.81,0.213,-0.429,0.32,-0.143,0.372,0.479,0.137,0.08,0.904,0.22,0.99,0.059,0.482,4.1
4MY1,E,0.81,0.228,0.143,0.157,0.429,0.398,0.29,0.085,0.224,0.99,0.12,0.904,0.056,0.205,4.1
4YNG,A,0.81,0.306,-0.143,0.269,-0.429,0.414,0.483,0.16,0.254,0.99,0.166,0.904,0.071,0.3,4.1
5B26,C,0.81,0.514,1,0.357,-0.333,0.773,0.132,0.069,0.03,0,0.214,0.943,0.077,0.084,3.3.2.3
5K7J,B,0.81,0.408,-0.143,0.224,0.143,0.382,0.259,0.082,0.264,0.99,0.145,0.99,0.062,0.2,4.1
5NNZ,A,0.81,0.048,-0.429,0.028,-0.429,0.793,0.086,0.069,0.021,0.904,0.02,0.904,0.111,0.075,4.4.3
6AP4,P,0.81,2.596,-0.2,0.1,-0.2,0.557,3.019,0.495,0.063,0.98,0.064,0.98,0.081,0.106,5.3.2
6D0Q,A,0.81,1.925,0.333,0.317,0.333,0.593,2.849,0.491,0.074,0.943,0.295,0.943,0.034,0.197,5.3.2
6D0R,A,0.81,1.909,0.333,0.329,0.333,0.6,2.84,0.492,0.086,0.943,0.294,0.943,0.039,0.208,5.3.2
1DV7,A,0.811,0.278,-0.143,0.205,0.143,0.353,0.392,0.258,0.206,0.99,0.139,0.99,0.109,0.459,4.1
1Q55,B,0.811,1.644,0.5,0.277,0,0.692,0.153,0.277,0.944,0.866,0.049,1,0.072,0.076,5.4
1U8E,A,0.811,0.134,0.429,0.161,-0.429,0.529,0.139,0.131,0.072,0.904,0.131,0.904,0.076,0.1,4.4.5.1
1U8E,B,0.811,0.113,0.429,0.166,-0.429,0.529,0.127,0.123,0.073,0.904,0.12,0.904,0.077,0.065,4.4.5.1
2D0V,D,0.811,0.416,0.143,0.151,0.429,0.595,0.546,0.052,0.762,0.99,0.213,0.904,0.092,1.032,4.4
3B3D,C,0.811,0.583,-0.429,0.466,0.143,0.398,0.668,0.228,0.385,0.904,0.414,0.99,0.076,0.771,4.1
3EU5,A,0.811,1.186,-0.667,0.189,-0.333,0.673,0.375,0.467,1.28,0.745,0.162,0.943,0.119,0.419,3.3.2.1
3GC2,A,0.811,0.401,0,0.115,0,0.341,0.396,0.129,0.139,1,0.069,1,0.118,0.193,4.1
3KBN,A,0.811,0.175,-0.429,0.323,0.143,0.399,0.45,0.218,0.098,0.904,0.238,0.99,0.096,0.281,4.1
3KS5,B,0.811,0.408,-0.143,0.369,-0.429,0.379,0.948,0.166,0.457,0.99,0.237,0.904,0.085,0.928,4.1
3NL2,A,0.811,0.405,-0.143,0.202,0.143,0.348,0.356,0.162,0.275,0.99,0.165,0.99,0.044,0.141,4.1
3O4J,D,0.811,0.881,0,0.43,1,0.391,1.557,0.143,0.6,1,0.141,0,0.037,0.771,4.4.1.3
3PZU,A,0.811,0.297,0.143,0.193,-0.429,0.397,0.752,0.091,0.254,0.99,0.127,0.904,0.084,0.713,4.1
4G8T,A,0.811,0.359,0.333,0.308,-0.667,0.43,0.497,0.054,0.287,0.943,0.27,0.745,0.035,0.321,4.1
4OHQ,A,0.811,0.436,-0.143,0.214,0.429,0.362,0.238,0.187,0.103,0.99,0.223,0.904,0.108,0.13,4.1
4S3I,B,0.811,2.908,-0.2,0.093,0.2,0.593,2.989,0.505,0.124,0.98,0.055,0.98,0.075,0.082,5.3.2
4S3I,A,0.811,2.907,-0.2,0.088,0.2,0.593,2.985,0.504,0.129,0.98,0.055,0.98,0.074,0.079,5.3.2
4X61,A,0.811,0.612,-0.714,0.329,-0.143,0.323,0.393,0.153,0.43,0.7,0.302,0.99,0.094,0.286,4.1
4XG1,D,0.811,0.667,0.333,0.205,0,0.427,0.41,0.227,0.273,0.943,0.141,1,0.074,0.254,4.1
4ZLB,B,0.811,1.002,0.6,0.631,0.6,0.627,1.614,0.378,0.915,0.8,0.365,0.8,0.072,0.446,4.3.2.1
5DBU,D,0.811,0.281,0,0.215,0,0.483,0.282,0.197,0.179,1,0.168,1,0.083,0.166,4.1
5JNE,H,0.811,1.887,0.333,0.314,0.333,0.591,2.814,0.492,0.085,0.943,0.281,0.943,0.04,0.197,5.3.2
5MAC,E,0.811,0.51,0.429,0.217,-0.429,0.39,0.852,0.183,0.439,0.904,0.146,0.904,0.029,0.78,4.1
5U4N,A,0.811,0.329,-0.143,0.205,0.429,0.413,0.187,0.106,0.159,0.99,0.091,0.904,0.051,0.082,4.1
5VIE,C,0.811,0.392,1,0.108,0,0.937,0.075,0.016,0.026,0,0.073,1,0.003,0.036,3.3
5Z4T,B,0.811,0.498,0.143,0.422,-0.143,0.375,0.47,0.169,0.629,0.99,0.263,0.99,0.096,0.245,4.1
6OOI,B,0.811,0.286,-0.143,0.264,0.714,0.338,0.204,0.133,0.134,0.99,0.213,0.7,0.077,0.134,4.1.1.1
7MFM,G,0.811,0.662,-0.5,0.48,0.5,0.337,0.37,0.246,0.38,0.866,0.396,0.866,0.103,0.229,4.1
7OH2,B,0.811,0.44,0.429,0.362,-0.143,0.414,0.465,0.215,0.19,0.904,0.287,0.99,0.114,0.283,4.1
8DR1,H,0.811,1.927,0.333,0.29,0.333,0.587,2.84,0.492,0.107,0.943,0.289,0.943,0.009,0.206,5.3.2
1BRL,A,0.812,0.448,-0.143,0.452,0.143,0.417,0.435,0.189,0.405,0.99,0.276,0.99,0.091,0.246,4.1
1LL4,D,0.812,0.477,-0.143,0.291,-0.143,0.365,0.25,0.171,0.321,0.99,0.135,0.99,0.074,0.182,4.1
2AXU,D,0.812,0.284,0.2,0.486,0.2,0.451,0.414,0.125,0.305,0.98,0.15,0.98,0.051,0.112,3.3
2PA6,B,0.812,0.344,0,0.174,0,0.439,0.409,0.119,0.259,1,0.079,1,0.033,0.42,4.1
2Z1S,A,0.812,0.384,-0.429,0.376,-0.714,0.41,0.68,0.199,0.328,0.904,0.213,0.7,0.039,0.565,4.1
3Q0T,B,0.812,0.125,0.429,0.166,-0.429,0.523,0.124,0.137,0.072,0.904,0.136,0.904,0.078,0.095,4.4.5.1
3TYC,B,0.812,0.234,-0.143,0.347,-0.143,0.373,0.666,0.168,0.086,0.99,0.23,0.99,0.069,0.528,4.1
4MY9,A,0.812,0.309,0.429,0.172,0.143,0.414,0.424,0.08,0.331,0.904,0.114,0.99,0.075,0.361,4.1
4TZ5,B,0.812,0.531,-0.667,0.054,-0.333,0.328,0.898,0.77,1.046,0.745,0.047,0.943,0.147,1,3.1
5FRQ,B,0.812,2.822,0.2,0.1,-0.2,0.59,2.989,0.523,0.128,0.98,0.077,0.98,0.078,0.109,5.3.2
5T4E,A,0.812,0.125,0.429,0.163,-0.429,0.532,0.145,0.125,0.071,0.904,0.128,0.904,0.075,0.074,4.4.5.1
5YYC,A,0.812,0.473,-0.143,0.181,-0.143,0.353,0.541,0.151,0.312,0.99,0.135,0.99,0.091,0.32,4.1
6V82,A,0.812,0.506,-0.143,0.369,0.143,0.387,0.337,0.141,0.328,0.99,0.256,0.99,0.082,0.312,4.1
1A80,A,0.813,0.428,0.143,0.442,-0.143,0.411,0.433,0.149,0.31,0.99,0.276,0.99,0.06,0.29,4.1
1DIK,A,0.813,0.472,-0.143,0.126,-0.143,0.405,0.285,0.309,0.296,0.99,0.127,0.99,0.085,0.379,4.1
1LOL,B,0.813,0.332,-0.429,0.228,-0.143,0.364,0.408,0.184,0.216,0.904,0.158,0.99,0.094,0.466,4.1
1VP5,B,0.813,0.428,0.143,0.415,-0.429,0.408,0.482,0.196,0.426,0.99,0.408,0.904,0.082,0.392,4.1
1WZL,A,0.813,0.278,0.143,0.373,0.143,0.373,0.3,0.224,0.27,0.99,0.298,0.99,0.097,0.232,4.1
1ZCC,E,0.813,0.433,0.143,0.237,-0.429,0.33,0.521,0.161,0.427,0.99,0.193,0.904,0.085,0.406,4.1
2JF6,A,0.813,0.34,0.429,0.297,-0.429,0.405,0.406,0.21,0.325,0.904,0.224,0.904,0.099,0.264,4.1
2OQI,A,0.813,0.124,0.429,0.144,-0.429,0.529,0.142,0.127,0.068,0.904,0.098,0.904,0.076,0.069,4.4.5.1
3GAK,A,0.813,0.367,0.143,0.135,0.143,0.387,0.401,0.098,0.461,0.99,0.075,0.99,0.068,0.299,4.1
3L12,A,0.813,0.569,-0.143,0.229,-0.429,0.41,0.262,0.164,0.551,0.99,0.163,0.904,0.058,0.202,4.1
3RU6,A,0.813,0.339,0.143,0.201,-0.143,0.397,0.359,0.176,0.135,0.99,0.131,0.99,0.069,0.226,4.1
3THQ,B,0.813,0.244,-0.143,0.195,-0.143,0.373,0.37,0.192,0.13,0.99,0.121,0.99,0.089,0.41,4.1
3WG6,B,0.813,0.779,0.143,0.564,-0.143,0.365,0.487,0.205,0.534,0.99,0.474,0.99,0.044,0.36,4.1
4MY9,G,0.813,0.338,0.143,0.183,-0.143,0.401,0.415,0.085,0.343,0.99,0.117,0.99,0.061,0.352,4.1
4NHV,A,0.813,0.237,-0.714,0.283,-0.143,0.382,0.561,0.17,0.133,0.7,0.207,0.99,0.066,0.454,4.1
4QM1,A,0.813,0.234,0.143,0.133,-0.143,0.422,0.327,0.096,0.224,0.99,0.124,0.99,0.048,0.31,4.1
4YVQ,C,0.813,0.518,1,0.219,0,0.754,0.209,0.059,0.045,0,0.203,1,0.051,0.029,3.3
5DBT,J,0.813,0.264,-0.333,0.199,0,0.476,0.258,0.196,0.177,0.943,0.133,1,0.1,0.189,4.1
5DBU,G,0.813,0.244,0,0.247,0,0.411,0.272,0.201,0.159,1,0.114,1,0.103,0.182,4.1
5G48,B,0.813,2.928,-0.2,0.107,0.2,0.596,3.002,0.505,0.113,0.98,0.077,0.98,0.077,0.087,5.3.2
5T4H,B,0.813,0.133,0.429,0.158,-0.429,0.533,0.128,0.126,0.073,0.904,0.128,0.904,0.071,0.06,4.4.5.1
5URS,D,0.813,0.408,0.143,0.266,0.143,0.41,0.332,0.093,0.406,0.99,0.308,0.99,0.06,0.265,4.1
5UXF,A,0.813,0.724,-0.143,0.374,-0.143,0.419,0.613,0.129,0.41,0.99,0.338,0.99,0.069,0.324,4.1
5Y7K,D,0.813,0.124,0.429,0.177,-0.429,0.534,0.126,0.127,0.075,0.904,0.137,0.904,0.071,0.07,4.4.5.1
6P87,A,0.813,1.897,0.667,0.441,0.333,0.619,0.978,0.811,0.813,0.745,0.331,0.943,0.271,0.964,3.1.2.1
7SGZ,G,0.813,2.91,0.333,0.219,0.333,0.548,3.035,0.573,0.114,0.943,0.13,0.943,0.022,0.048,5.3.2
1T5A,A,0.814,0.58,-0.143,0.238,-0.143,0.404,0.326,0.243,0.174,0.99,0.142,0.99,0.069,0.179,4.1
1YIQ,A,0.814,0.482,0.143,0.157,-0.143,0.6,0.539,0.103,0.768,0.99,0.21,0.99,0.103,1.033,4.4
2EBN,A,0.814,0.577,0.143,0.261,-0.143,0.276,0.654,0.308,0.386,0.99,0.157,0.99,0.091,0.396,4.1
2I03,C,0.814,0.13,0.429,0.147,-0.429,0.535,0.15,0.13,0.076,0.904,0.093,0.904,0.066,0.077,4.4.5.1
2IIT,B,0.814,0.13,0.429,0.161,-0.429,0.538,0.137,0.124,0.069,0.904,0.125,0.904,0.069,0.064,4.4.5.1
2OZ3,G,0.814,0.237,-0.667,0.252,-0.667,0.389,0.417,0.224,0.157,0.745,0.116,0.745,0.085,0.357,4.1
2ZZ5,A,0.814,0.246,-0.143,0.204,-0.143,0.364,0.4,0.192,0.131,0.99,0.123,0.99,0.096,0.405,4.1
3G1F,K,0.814,0.296,-0.143,0.136,0.143,0.351,0.383,0.204,0.203,0.99,0.115,0.99,0.075,0.357,4.1
3HAB,A,0.814,0.128,0.429,0.145,-0.429,0.528,0.137,0.128,0.064,0.904,0.11,0.904,0.075,0.075,4.4.5.1
3HXJ,C,0.814,0.051,0.6,0.068,-0.6,0.781,0.104,0.1,0.019,0.8,0.024,0.8,0.113,0.098,4.4
3K5Y,A,0.814,0.466,0.333,0.279,0.111,0.534,0.453,0.646,0.914,0.943,0.357,0.994,0.134,0.504,3.3.2.5
3M44,A,0.814,0.498,-0.714,0.276,-0.143,0.359,0.579,0.287,0.479,0.7,0.281,0.99,0.103,0.486,4.1
3S4T,A,0.814,0.308,0.429,0.315,-0.714,0.355,0.39,0.222,0.229,0.904,0.289,0.7,0.08,0.409,4.1
3TR9,D,0.814,0.431,-0.714,0.399,0.143,0.394,0.417,0.186,0.311,0.7,0.29,0.99,0.064,0.181,4.1
3UN9,A,0.814,0.393,0.111,0.367,0.333,0.491,0.644,0.925,0.577,0.994,0.452,0.943,0.077,0.702,3.2.1.1
4DSZ,B,0.814,0.124,0.429,0.145,-0.429,0.532,0.133,0.131,0.069,0.904,0.099,0.904,0.076,0.07,4.4.5.1
4FSC,B,0.814,0.58,1,0.385,0,0.635,0.305,0.089,0.221,0,0.247,1,0.063,0.159,3.3
4N8D,B,0.814,0.132,0.429,0.157,-0.429,0.532,0.148,0.135,0.081,0.904,0.11,0.904,0.071,0.091,4.4.5.1
4YDB,A,0.814,0.485,0,0.474,1,0.358,2.513,0.149,0.074,1,0.163,0,0.117,0.363,4.2.1.2
5A1X,E,0.814,0.861,0,0.268,0.125,0.42,0.716,0.735,0.688,1,0.253,0.992,0.116,0.635,3.3.2.2
5DBU,H,0.814,0.236,0,0.212,0,0.469,0.266,0.202,0.175,1,0.158,1,0.105,0.211,4.1
5DBU,B,0.814,0.216,0,0.243,-0.333,0.468,0.427,0.196,0.126,1,0.171,0.943,0.112,0.326,4.1
5IM5,U,0.814,0.159,-0.429,0.179,0.143,0.398,0.291,0.178,0.15,0.904,0.101,0.99,0.062,0.222,4.1.1.2
5KMY,A,0.814,0.558,0.143,0.215,-0.143,0.386,0.371,0.144,0.235,0.99,0.154,0.99,0.034,0.255,4.1
6AP4,E,0.814,2.557,-0.2,0.09,-0.2,0.558,2.997,0.486,0.062,0.98,0.071,0.98,0.083,0.124,5.3.2
7B2N,E,0.814,0.393,0.143,0.334,0.429,0.457,0.146,0.236,0.239,0.99,0.248,0.904,0.084,0.101,4.1.1.2
1C9W,A,0.815,0.445,-0.429,0.463,-0.143,0.387,0.817,0.204,0.169,0.904,0.434,0.99,0.044,0.932,4.1
1N50,A,0.815,0.49,0.429,0.129,0.429,0.582,0.493,0.07,0.916,0.904,0.035,0.904,0.083,0.841,4.4
1SPQ,A,0.815,0.39,0.143,0.261,-0.143,0.326,0.216,0.174,0.162,0.99,0.228,0.99,0.082,0.142,4.1.1.1
1UD9,C,0.815,2.661,0.333,0.112,-0.333,0.546,3.012,0.51,0.117,0.943,0.06,0.943,0.049,0.105,5.3.2
2AWI,D,0.815,0.281,0.6,0.466,0.2,0.444,0.476,0.179,0.259,0.8,0.205,0.98,0.043,0.174,3.3
2AXU,G,0.815,0.281,0.6,0.488,0.2,0.456,0.467,0.139,0.287,0.8,0.173,0.98,0.051,0.123,3.3
2AXU,A,0.815,0.273,0.6,0.514,0.2,0.457,0.495,0.13,0.26,0.8,0.199,0.98,0.054,0.163,3.3
2ODO,A,0.815,0.483,-0.429,0.302,0.429,0.323,0.489,0.176,0.237,0.904,0.201,0.904,0.076,0.482,4.1
2ZZ5,B,0.815,0.233,-0.143,0.202,-0.143,0.371,0.376,0.19,0.137,0.99,0.129,0.99,0.086,0.409,4.1
3AIX,B,0.815,2.422,0.333,0.157,-0.333,0.539,3.108,0.512,0.165,0.943,0.066,0.943,0.056,0.007,5.3.2
3N2O,A,0.815,0.455,0.333,0.235,0.667,0.45,0.584,0.154,0.23,0.943,0.25,0.745,0.039,0.724,4.1
3RG1,J,0.815,0.061,0.182,0.099,0.091,0.389,0.074,0.916,0.057,0.983,0.127,0.996,0.072,0.072,3.2.1.1
3TYD,B,0.815,0.209,-0.429,0.326,-0.143,0.375,0.493,0.17,0.099,0.904,0.234,0.99,0.073,0.482,4.1
4A1S,B,0.815,0.743,1,0.363,0.429,0.839,0.291,0.373,0.336,0,0.221,0.904,0.12,0.227,3.3.2.1
4DTC,B,0.815,0.125,0.429,0.136,-0.429,0.519,0.124,0.128,0.083,0.904,0.096,0.904,0.073,0.075,4.4.5.1
4KBQ,B,0.815,0.491,1,0.231,0,0.851,0.155,0.007,0.008,0,0.119,1,0.016,0.108,3.3
4L6P,A,0.815,1.936,0.333,0.364,0.333,0.595,2.799,0.492,0.085,0.943,0.239,0.943,0.034,0.122,5.3.2
4QLK,A,0.815,0.751,-0.2,0.346,-1,0.385,0.815,0.245,0.599,0.98,0.345,0,0.036,0.74,
4R27,A,0.815,0.151,0.429,0.292,-0.429,0.452,0.407,0.159,0.112,0.904,0.228,0.904,0.081,0.431,4.1
5AH2,C,0.815,2.987,-0.2,0.082,0.2,0.563,3.006,0.509,0.051,0.98,0.041,0.98,0.09,0.064,5.3.2
5AZ5,D,0.815,0.133,0.077,0.114,-0.231,0.396,0.246,0.678,0.125,0.997,0.17,0.973,0.106,0.419,3.2.1.1
5DBU,I,0.815,0.279,0,0.233,0,0.487,0.267,0.204,0.178,1,0.118,1,0.092,0.182,4.1
5DIY,B,0.815,0.251,-0.429,0.23,0.143,0.366,0.383,0.154,0.184,0.904,0.264,0.99,0.115,0.29,4.1.1
5DT5,A,0.815,0.419,-0.143,0.35,-0.714,0.42,0.802,0.212,0.301,0.99,0.273,0.7,0.054,0.646,4.1
5G4Q,A,0.815,2.847,-0.2,0.071,-0.2,0.596,2.987,0.514,0.144,0.98,0.058,0.98,0.06,0.095,5.3.2
5JNE,D,0.815,1.899,0.333,0.324,0.333,0.592,2.811,0.494,0.1,0.943,0.269,0.943,0.037,0.186,5.3.2
5URS,G,0.815,0.401,0.143,0.271,0.429,0.41,0.344,0.095,0.424,0.99,0.315,0.904,0.062,0.237,4.1
6CX2,A,0.815,1.924,0.333,0.321,0.333,0.601,2.844,0.493,0.073,0.943,0.292,0.943,0.04,0.188,5.3.2
6PTR,A,0.815,2.755,-0.2,0.093,-0.2,0.52,3.064,0.506,0.046,0.98,0.083,0.98,0.098,0.05,5.3.2
6R5Z,E,0.815,0.049,0,0.126,-1,0.806,0.046,0.002,0.005,1,0.028,0,0.005,0.034,4.4.1.1
7KB6,C,0.815,0.813,0.143,0.318,-0.143,0.368,0.578,0.267,0.734,0.99,0.226,0.99,0.095,0.363,4.1
1AXC,C,0.816,2.835,0.333,0.065,-0.333,0.608,3.052,0.505,0.048,0.943,0.043,0.943,0.072,0.055,5.3.2
1DXI,B,0.816,0.369,0.143,0.228,-0.429,0.405,0.68,0.198,0.236,0.99,0.125,0.904,0.085,0.468,4.1.1
1FRB,A,0.816,0.509,-0.143,0.386,-0.429,0.396,0.448,0.191,0.428,0.99,0.33,0.904,0.062,0.472,4.1.1
1JR1,A,0.816,0.249,-0.143,0.206,0.143,0.392,0.256,0.082,0.271,0.99,0.111,0.99,0.045,0.241,4.1
1N15,A,0.816,0.482,0.429,0.132,0.429,0.583,0.483,0.072,0.919,0.904,0.036,0.904,0.085,0.843,4.4
1NNO,B,0.816,0.502,0.429,0.127,0.429,0.582,0.488,0.071,0.914,0.904,0.037,0.904,0.083,0.828,4.4
1QOX,A,0.816,0.571,-0.143,0.197,-0.429,0.444,0.744,0.294,0.431,0.99,0.115,0.904,0.097,0.724,4.1
1SZN,A,0.816,0.308,0.143,0.235,0.143,0.341,0.659,0.244,0.2,0.99,0.099,0.99,0.086,0.339,4.1
1TYG,A,0.816,0.606,-0.143,0.398,-0.143,0.352,0.489,0.126,0.505,0.99,0.416,0.99,0.091,0.442,4.1
1VPX,A,0.816,0.766,0.778,0.457,0.111,0.378,1.195,0.592,0.76,0.629,0.276,0.994,0.071,1.027,4.1.1.2
2AVT,A,0.816,2.776,-0.2,0.063,0.2,0.589,3.058,0.506,0.158,0.98,0.049,0.98,0.062,0.046,5.3.2
2OGZ,A,0.816,0.126,0.429,0.14,-0.429,0.534,0.126,0.14,0.056,0.904,0.099,0.904,0.078,0.064,4.4.5.1
2QJG,H,0.816,0.9,-0.143,0.487,-0.429,0.384,0.377,0.108,0.621,0.99,0.429,0.904,0.073,0.26,4.1
2QJG,E,0.816,0.772,-0.143,0.321,-0.143,0.376,0.31,0.106,0.585,0.99,0.322,0.99,0.089,0.24,4.1
2VWS,A,0.816,0.267,0.333,0.224,0,0.358,0.286,0.15,0.156,0.943,0.132,1,0.037,0.219,4.1
3H7R,A,0.816,0.817,-0.143,0.606,0.143,0.391,1.073,0.154,0.633,0.99,0.51,0.99,0.042,0.98,4.1
3O95,D,0.816,0.276,1,0.79,-1,0.458,0.103,0.279,0.266,0,0.641,0,0.042,0.063,4.4.5.1
4IMM,B,0.816,0.133,0.143,0.129,0.429,0.679,0.108,0.072,0.051,0.99,0.071,0.904,0.082,0.057,4.4
4L72,A,0.816,0.132,0.429,0.158,-0.429,0.529,0.136,0.139,0.085,0.904,0.111,0.904,0.075,0.081,4.4.5.1
4LSH,A,0.816,0.261,0,0.36,0,0.424,0.758,0.441,0.13,1,0.286,1,0.095,0.633,4.2.1.1
4MY9,C,0.816,0.306,0.143,0.157,0.143,0.414,0.28,0.088,0.316,0.99,0.12,0.99,0.06,0.197,4.1
4MY9,E,0.816,0.293,-0.143,0.148,-0.143,0.43,0.295,0.097,0.321,0.99,0.117,0.99,0.047,0.199,4.1
4MYX,E,0.816,0.29,0.429,0.159,0.143,0.407,0.272,0.092,0.312,0.904,0.125,0.99,0.061,0.19,4.1
